created_at,date,user_id,username,name,tweet,link,POS tagged,Label
1.59E+12,3/31/2020 6:56,1.24E+18,QsendM,QsendMe, ik had mijn n   masker  met verwisselbare filter net op tijd besteld op amazon        week geleden   week later kon ik ze al niet meer bijbestellen  in de metro in barcelona kwam het goed van pas  inclusief de pure alcohol om te ontsmetten   alcohol     ook nergens meer te koop  ,https://twitter.com/QsendM/status/1244775661220347904,"[('ik', 'n'), ('had', 'v'), ('mijn', 'v'), ('n', 'r'), ('masker', 'n'), ('met', 'v'), ('verwisselbare', None), ('filter', None), ('net', None), ('op', 'n'), ('tijd', 'n'), ('besteld', 'v'), ('op', 'r'), ('amazon', None), ('week', 'n'), ('geleden', 'n'), ('week', 'n'), ('later', 'r'), ('kon', 'v'), ('ik', None), ('ze', 'n'), ('al', 'n'), ('niet', None), ('meer', 'n'), ('bijbestellen', 'n'), ('in', None), ('de', None), ('metro', None), ('in', None), ('barcelona', 'n'), ('kwam', 'n'), ('het', 'n'), ('goed', 'n'), ('van', 'n'), ('pas', 'n'), ('inclusief', 'n'), ('de', None), ('pure', 'n'), ('alcohol', 'n'), ('om', 'n'), ('te', 'n'), ('ontsmetten', 'v'), ('alcohol', 'n'), ('ook', 'n'), ('nergens', 'n'), ('meer', 'v'), ('te', 'n'), ('koop', 'n')]",HOAKS
1.59E+12,3/31/2020 6:56,9.91E+17,LaSamS1,BossGankMukasama,masks all masker stayhome stayathome staysafe  ,https://twitter.com/LaSamS1/status/1244775643591524352,"[('masks', 'n'), ('all', None), ('masker', 'v'), ('stayhome', None), ('stayathome', 'n'), ('staysafe', 'n')]",HOAKS
1.59E+12,3/31/2020 6:56,105128089,yunusbara71,Yunus Baяa 71,   terima kasih pt sritex terima kasih para karyawan yg tetap fokus berjuang memproduksi alkes apd   masker non medis kau tetap pahlawanku,https://twitter.com/yunusbara71/status/1244775588788727809,"[('terima', 'n'), ('kasih', 'n'), ('pt', 'n'), ('sritex', 'n'), ('terima', 'n'), ('kasih', 'n'), ('karyawan', 'n'), ('yg', 'n'), ('fokus', 'n'), ('berjuang', 'n'), ('memproduksi', 'n'), ('alkes', 'n'), ('apd', 'v'), ('masker', 'n'), ('non', 'n'), ('medis', 'n'), ('kau', 'n'), ('pahlawanku', 'n')]",HOAKS
1.59E+12,3/31/2020 6:56,1.23E+18,caramelauberre,Boo, loh iya masker    aku inget e kamu eh    ,https://twitter.com/caramelauberre/status/1244775575941607424,"[('loh', 'n'), ('iya', 'n'), ('masker', 'n'), ('inget', 'v'), ('e', None), ('eh', 'v')]",HOAKS
1.59E+12,3/31/2020 6:56,2202560197,maspennn,a son, gitu aja make masker  kl di suruh milih juga awang kali make ginian   engap  boros ,https://twitter.com/maspennn/status/1244775505154301952,"[('gitu', 'n'), ('aja', 'n'), ('make', 'v'), ('masker', 'n'), ('kl', 'n'), ('suruh', 'n'), ('milih', 'n'), ('awang', 'n'), ('kali', 'n'), ('make', 'v'), ('ginian', None), ('engap', 'n'), ('boros', 'n')]",HOAKS
1.59E+12,3/31/2020 6:56,8.75E+17,pradjina,Pradjina,  terpaksa m num kopinya pakai cangkur dulu  panas  kalau pakai masker tadi lidahnya bisa mlocot ,https://twitter.com/pradjina/status/1244775497088688128,"[('terpaksa', 'n'), ('m', 'n'), ('num', 'n'), ('kopinya', 'n'), ('pakai', 'n'), ('cangkur', 'n'), ('panas', 'n'), ('pakai', 'n'), ('masker', 'n'), ('lidahnya', 'n'), ('mlocot', 'n')]",HOAKS
1.59E+12,3/31/2020 6:56,116903262,rpatih,Patih Rajahasta,baru jkt sama jabar aja udh kewalahan soal disposable equipment macam masker sarung tangan dll ,https://twitter.com/rpatih/status/1244775448006934528,"[('jkt', 'n'), ('jabar', 'n'), ('aja', 'n'), ('udh', None), ('kewalahan', 'n'), ('disposable', None), ('equipment', 'n'), ('masker', 'n'), ('sarung', 'n'), ('tangan', 'n'), ('dll', 'n')]",HOAKS
1.59E+12,3/31/2020 6:55,7.60E+17,Suka_melody,"Gyuri ""Stay this way""", cakep  tp ga pny otak  dokter  pintar krn hny pke   masker  ga kyk dia ,https://twitter.com/Suka_melody/status/1244775384928960513,"[('cakep', 'n'), ('tp', 'n'), ('ga', 'n'), ('pny', 'n'), ('otak', 'v'), ('dokter', 'n'), ('pintar', 'n'), ('krn', 'n'), ('hny', 'n'), ('pke', 'n'), ('masker', 'n'), ('ga', 'n'), ('kyk', 'n')]",HOAKS
1.59E+12,3/31/2020 6:55,98280447,oktavianovalina,🌼Via🌼,ini salah satu alasan gua males beli hs sama masker di sembarang tempat  tanpa label yg jelas ,https://twitter.com/oktavianovalina/status/1244775240619548672,"[('salah', 'n'), ('alasan', None), ('gua', 'n'), ('males', 'n'), ('beli', 'v'), ('hs', None), ('masker', 'n'), ('sembarang', 'n'), ('label', 'n'), ('yg', 'n')]",HOAKS
1.59E+12,3/31/2020 6:55,9.95E+17,ohmybeautybank,GIVEAWAY ELVICTO MEN SKINCARE📌,kalian kalo udah pake masker gini  lanjut timpa sama skinker ngga  atau udah copot masker langsung tidur   bb   ,https://twitter.com/ohmybeautybank/status/1244775190380175361,"[('kalo', 'n'), ('udah', None), ('pake', 'n'), ('masker', 'n'), ('gini', 'n'), ('timpa', 'n'), ('skinker', 'n'), ('ngga', None), ('udah', None), ('copot', 'n'), ('masker', 'n'), ('langsung', 'n'), ('tidur', 'n'), ('bb', 'n')]",HOAKS
1.59E+12,3/31/2020 6:55,3116453083,fadil_prayuda,fadil prayuda,yuk pakai masker spirulina bekasi dan rasakan hasilnya hub  pin    ede ee  wa sms                  ala herball  ,https://twitter.com/fadil_prayuda/status/1244775190069837825,"[('yuk', 'n'), ('pakai', 'n'), ('masker', 'n'), ('spirulina', 'v'), ('bekasi', None), ('rasakan', 'n'), ('hasilnya', 'n'), ('hub', 'n'), ('pin', 'n'), ('ede', 'v'), ('ee', 'n'), ('wa', 'n'), ('sms', 'n'), ('ala', 'v'), ('herball', 'n')]",HOAKS
1.59E+12,3/31/2020 6:54,1.22E+18,ri_2066,®i 🇵🇱, selamat pagi mbeli   tapi sebaiknya pakai masker untuk mejaga hati  orang orang yg terkasih    ,https://twitter.com/ri_2066/status/1244775129327886336,"[('selamat', 'n'), ('pagi', 'n'), ('mbeli', None), ('pakai', 'n'), ('masker', 'n'), ('mejaga', 'n'), ('hati', 'n'), ('orang', 'n'), ('orang', 'v'), ('yg', None), ('terkasih', 'n')]",HOAKS
1.59E+12,3/31/2020 6:54,9.33E+17,bambang_hesti,Bambang Hesti,yg utama buka jendela semua ruang  biarkan hangat aliran udara msk  biarkan cahaya matahari msk  berjemurlah    menit saja  jaga jarak lbh   m  yg batuk flu pakai masker  setel ac lbh dr    derajat celcius  lockdown karantina wilayah tdk penting asal disiplin jagajarak cucitangan,https://twitter.com/bambang_hesti/status/1244775116107427840,"[('yg', 'n'), ('utama', None), ('buka', 'n'), ('jendela', 'n'), ('ruang', 'n'), ('biarkan', 'n'), ('hangat', 'n'), ('aliran', 'n'), ('udara', None), ('msk', 'n'), ('biarkan', 'n'), ('cahaya', 'n'), ('matahari', 'n'), ('msk', 'n'), ('berjemurlah', 'n'), ('menit', 'n'), ('jaga', 'n'), ('jarak', 'n'), ('lbh', 'n'), ('m', 'n'), ('yg', 'n'), ('batuk', 'n'), ('flu', 'n'), ('pakai', 'n'), ('masker', 'n'), ('setel', 'n'), ('ac', 'n'), ('lbh', 'n'), ('dr', 'n'), ('derajat', 'n'), ('celcius', 'n'), ('lockdown', None), ('karantina', 'n'), ('wilayah', 'n'), ('tdk', 'n'), ('disiplin', 'n'), ('jagajarak', 'n'), ('cucitangan', 'n')]",HOAKS
1.59E+12,3/31/2020 6:53,1.23E+18,rewash_id,Rewash ID,jangan lupa menggunakan masker jika kurang fit karena batuk dan flu  dan selalu ganti baju kalian sehabis beraktifitas dan cuci baju kotor kalian dengan deterjen anti bakteri dan ramah lingkungan ,https://twitter.com/rewash_id/status/1244774893704495107,"[('lupa', 'v'), ('masker', 'n'), ('fit', None), ('batuk', 'n'), ('flu', 'n'), ('ganti', 'n'), ('baju', 'n'), ('sehabis', 'n'), ('beraktifitas', 'n'), ('cuci', None), ('baju', 'n'), ('kotor', 'n'), ('deterjen', 'n'), ('anti', 'n'), ('bakteri', 'n'), ('ramah', 'n'), ('lingkungan', 'n')]",HOAKS
1.59E+12,3/31/2020 6:53,8.22E+17,gofooddriver_hi,Dul_Hadi1080,  pak pol yg ada divideo aja ga make masker    semoga kita semua selalu diberikan keselamatan  amp  kesehatan  aamiin   ,https://twitter.com/gofooddriver_hi/status/1244774876109352960,"[('pol', 'n'), ('yg', 'n'), ('divideo', 'n'), ('aja', 'n'), ('ga', 'n'), ('make', 'v'), ('masker', 'n'), ('semoga', 'n'), ('keselamatan', 'n'), ('amp', 'n'), ('kesehatan', 'n'), ('aamiin', 'n')]",HOAKS
1.59E+12,3/31/2020 6:53,3527782272,mukhlisinysf,Caps,capek pake masker malah susah napas ,https://twitter.com/mukhlisinysf/status/1244774780445675520,"[('capek', 'n'), ('pake', 'v'), ('masker', 'n'), ('susah', 'n'), ('napas', 'n')]",HOAKS
1.59E+12,3/31/2020 6:53,3008669557,ChitinDepok,Masker Chitin Depok,ih jerawat penuh sampe segitu   ayo sekarang atasi dengan masker chitin    jgn smpe kanker loh  pin   e      sms wa               ,https://twitter.com/ChitinDepok/status/1244774695733346307,"[('ih', 'n'), ('jerawat', 'n'), ('penuh', 'n'), ('sampe', 'n'), ('segitu', 'n'), ('ayo', 'n'), ('atasi', 'n'), ('masker', 'n'), ('chitin', 'n'), ('jgn', 'n'), ('smpe', 'n'), ('kanker', 'n'), ('loh', 'v'), ('pin', None), ('e', 'n'), ('sms', 'n'), ('wa', 'v')]",HOAKS
1.59E+12,3/31/2020 6:52,174973941,anggaraaaaa,Anggara, oalah terbongkar sudah  pantesan itemnya dari masker smpe celananya ,https://twitter.com/anggaraaaaa/status/1244774572479692800,"[('oalah', None), ('terbongkar', 'n'), ('pantesan', None), ('itemnya', 'n'), ('masker', 'n'), ('smpe', 'n'), ('celananya', 'n')]",HOAKS
1.59E+12,3/31/2020 6:52,8.87E+17,cakrawala_co,Cakrawala.co,     jamu tradisional  amp  masker dibagikan cegah covid       ,https://twitter.com/cakrawala_co/status/1244774534982615040,"[('jamu', None), ('tradisional', None), ('amp', 'n'), ('masker', 'n'), ('dibagikan', 'n'), ('cegah', 'n'), ('covid', 'n')]",HOAKS
1.59E+12,3/31/2020 6:51,348393957,nana_koe,Ratna Heryani,    skincare    masker    deterjen    deodoran    shampo    lulur,https://twitter.com/nana_koe/status/1244774391424020481,"[('skincare', 'n'), ('masker', 'n'), ('deterjen', 'n'), ('deodoran', 'n'), ('shampo', 'n'), ('lulur', 'n')]",HOAKS
1.59E+12,3/31/2020 6:51,2600820740,kamto_adi,☠️ Specter ☠️,selamat pagi nkri  kiriman dari rekan di ceko ini semoga dapat menginspirasi   penggunaan masker sangat penting  meskipun beberapa hanya sanggup melindungi secara parsial   ,https://twitter.com/kamto_adi/status/1244774244388462592,"[('selamat', 'n'), ('pagi', 'n'), ('nkri', None), ('kiriman', 'n'), ('rekan', 'n'), ('ceko', 'n'), ('semoga', 'n'), ('menginspirasi', 'n'), ('penggunaan', 'n'), ('masker', 'n'), ('sanggup', 'n'), ('melindungi', 'n'), ('parsial', 'n')]",HOAKS
1.59E+12,3/31/2020 6:51,1.11E+18,vat3lite,dankside, sakjane masker gas ki iso dinggo nangkal virus bakteri ra dok ,https://twitter.com/vat3lite/status/1244774225883217921,"[('sakjane', 'n'), ('masker', 'n'), ('gas', 'n'), ('ki', 'n'), ('iso', 'n'), ('dinggo', 'n'), ('nangkal', None), ('virus', 'n'), ('bakteri', 'n'), ('ra', 'n'), ('dok', 'n')]",HOAKS
1.59E+12,3/31/2020 6:51,1.11E+18,dinang_19,Dinaaaaaa, itu yg pake masker gruduk  siapa namanya  ,https://twitter.com/dinang_19/status/1244774189665411072,"[('yg', 'n'), ('pake', 'v'), ('masker', 'n'), ('gruduk', 'n'), ('namanya', 'n')]",HOAKS
1.59E+12,3/31/2020 6:50,117975640,pinkbelgoat,Astrid🥰, di perusahaan tmpat ku dlu kerja jg ada buanyak stok masker n    krn tmpat industrial  dan itu salah satu apd wajib yg dibagikan apalgi ke pekerja yg di lapangan   itu orang apa bgt ya kurang jauh maen nya lol  yg ada juga dia yg pansos krn hal gtu tnpa research dlu maen post aja,https://twitter.com/pinkbelgoat/status/1244774153749594112,"[('perusahaan', 'n'), ('tmpat', 'n'), ('ku', 'n'), ('dlu', 'n'), ('kerja', 'n'), ('jg', 'n'), ('buanyak', 'n'), ('stok', 'n'), ('masker', 'n'), ('n', None), ('krn', 'n'), ('tmpat', 'n'), ('industrial', None), ('salah', 'n'), ('apd', 'n'), ('wajib', 'n'), ('yg', 'n'), ('dibagikan', 'n'), ('apalgi', 'n'), ('pekerja', 'n'), ('yg', 'n'), ('lapangan', None), ('orang', 'n'), ('bgt', 'n'), ('ya', 'n'), ('maen', 'n'), ('nya', 'n'), ('lol', 'n'), ('yg', 'n'), ('yg', 'n'), ('pansos', 'n'), ('krn', 'n'), ('gtu', 'n'), ('tnpa', None), ('research', 'n'), ('dlu', 'n'), ('maen', 'v'), ('post', 'n'), ('aja', 'n')]",HOAKS
1.59E+12,3/31/2020 6:50,104481504,vqrfhm,VQ,pagi ini ada beberapa headline  mulai dari  hand sanitizer abal abal  sampai  beli masker belasan juta isinya kardus bekas  udah pada geblek orang tuh ya pikirannya cuman cuan doang  miris  ,https://twitter.com/vqrfhm/status/1244774029661220864,"[('pagi', 'n'), ('headline', 'n'), ('hand', 'n'), ('sanitizer', 'n'), ('abal', None), ('abal', None), ('beli', 'n'), ('masker', 'n'), ('belasan', 'v'), ('juta', None), ('isinya', 'n'), ('kardus', 'n'), ('bekas', 'n'), ('udah', None), ('geblek', 'n'), ('orang', 'n'), ('tuh', 'n'), ('ya', 'n'), ('pikirannya', 'n'), ('cuman', 'n'), ('cuan', 'n'), ('doang', 'n'), ('miris', 'n')]",HOAKS
1.59E+12,3/31/2020 6:50,2245318987,DerryMarshal08,Derry Rahma Esa Marshal,jangan kan alat pelindung diri lengkap  masker aja ngak ada ,https://twitter.com/DerryMarshal08/status/1244773990033309696,"[('alat', None), ('pelindung', 'n'), ('lengkap', 'n'), ('masker', 'n'), ('aja', 'n'), ('ngak', None)]",HOAKS
1.59E+12,3/31/2020 6:50,9.95E+17,ohmybeautybank,GIVEAWAY ELVICTO MEN SKINCARE📌, bb  ada yang pake masker ini  beneran ngilangin bekas jerawat gak ya  bekas jerawatku udah lama banget gak ilang      ,https://twitter.com/ohmybeautybank/status/1244773949646331904,"[('bb', 'n'), ('pake', 'n'), ('masker', 'n'), ('beneran', 'n'), ('ngilangin', 'n'), ('bekas', 'n'), ('jerawat', 'n'), ('gak', 'n'), ('ya', 'n'), ('bekas', 'n'), ('jerawatku', 'n'), ('udah', None), ('banget', 'n'), ('gak', 'n'), ('ilang', 'n')]",HOAKS
