created_at,date,user_id,username,name,tweet,link,POS tagged,Label
1609054955000.0,2020-12-27 14:42:35,1106019859010224128,AnisahKFitri1,Coffee_lover,  iya lalai boleh pulang kampung tidak boleh mudik  covid tidak tahan di udara tropis  goyang ubur ubur saja biar imun naik  makan nasi kucing jadi tahan covid  tetap menyelenggarakan pilkada  memang masyarakat semua itu yg lalai  contohlah pemerintah pusat tak pernah lalai ,https://twitter.com/AnisahKFitri1/status/1343099947869061121,"[('iya', 'n'), ('lalai', 'n'), ('pulang', 'n'), ('kampung', 'v'), ('mudik', 'n'), ('covid', 'n'), ('tahan', 'n'), ('udara', None), ('tropis', 'n'), ('goyang', 'n'), ('ubur', None), ('ubur', None), ('biar', 'n'), ('imun', 'n'), ('makan', 'n'), ('nasi', 'n'), ('kucing', 'v'), ('tahan', 'n'), ('covid', 'n'), ('menyelenggarakan', 'n'), ('pilkada', 'n'), ('masyarakat', 'n'), ('yg', 'n'), ('lalai', 'n'), ('contohlah', 'n'), ('pemerintah', 'n'), ('pusat', 'v'), ('lalai', 'n')]",0
1608979883000.0,2020-12-26 17:51:23,51675970,zoomtvid,ZOOMTV ID ℹ️, lah    bukannya rata  menteri kabinet jokowi   engga percaya covid    katanya cukup dg minum jamu  pake kalung dan makan nasi kucing  hiks  zzzzzzzz,https://twitter.com/zoomtvid/status/1342785073028898817,"[('menteri', 'n'), ('kabinet', 'n'), ('jokowi', 'n'), ('engga', 'n'), ('percaya', 'n'), ('covid', 'n'), ('dg', 'n'), ('minum', 'n'), ('jamu', 'n'), ('pake', 'n'), ('kalung', 'n'), ('makan', 'n'), ('nasi', None), ('kucing', 'v'), ('hiks', 'n'), ('zzzzzzzz', 'n')]",0
1608978570000.0,2020-12-26 17:29:30,233154736,adhistirafrisky,bobotoh,dari jaman ada yg ngmng kebal  karena  sering makan nasi kucing anggeur weh kehed rariweuh ku covid mh ,https://twitter.com/adhistirafrisky/status/1342779563105943554,"[('jaman', 'n'), ('yg', None), ('ngmng', None), ('kebal', None), ('makan', None), ('nasi', None), ('kucing', 'v'), ('anggeur', 'n'), ('weh', 'n'), ('kehed', 'v'), ('rariweuh', None), ('ku', 'n'), ('covid', 'n'), ('mh', 'n')]",0
1608904418000.0,2020-12-25 20:53:38,1640820726,budigidaw,Budi, yaudahlah makan nasi kucing aja  covid gak menakutkan  cuma pilek kayak flu  lagipula covid gak tahan sama iklim tropis  kalo seandainya kena pun ada kalung anti covid wkwkwkwkwkwk,https://twitter.com/budigidaw/status/1342468546748502019,"[('yaudahlah', 'n'), ('makan', 'n'), ('nasi', None), ('kucing', 'v'), ('aja', 'n'), ('covid', 'n'), ('gak', 'n'), ('menakutkan', 'n'), ('pilek', 'n'), ('kayak', 'n'), ('flu', 'n'), ('lagipula', 'n'), ('covid', 'n'), ('gak', 'n'), ('tahan', 'n'), ('iklim', 'n'), ('tropis', 'n'), ('kalo', 'n'), ('seandainya', 'n'), ('kena', 'n'), ('kalung', 'n'), ('anti', 'n'), ('covid', 'n'), ('wkwkwkwkwkwk', 'n')]",0
1608896930000.0,2020-12-25 18:48:50,253581839,AlamTaufiqR,Buruh Harian Lepas, virus covid    tidak masuk ke indonesia karena setiap hari kita makan nasi kucing  jadi kebal     sikehed,https://twitter.com/AlamTaufiqR/status/1342437141847019521,"[('virus', 'n'), ('covid', 'n'), ('masuk', 'n'), ('indonesia', 'n'), ('makan', None), ('nasi', None), ('kucing', 'v'), ('kebal', 'n'), ('sikehed', 'v')]",0
1608876811000.0,2020-12-25 13:13:31,154411609,bhadotkurniawan,IndraKurniawan,  kami juga sbg masyarakat meminta maaf karena awalnya kami kira covid bisa sembuh dengan makan nasi kucing ,https://twitter.com/bhadotkurniawan/status/1342352756196065280,"[('sbg', 'n'), ('masyarakat', 'n'), ('maaf', 'n'), ('covid', 'n'), ('sembuh', 'n'), ('makan', None), ('nasi', 'n'), ('kucing', 'n')]",0
1608873462000.0,2020-12-25 12:17:42,63965479,sita_hapsari,Sita Hapsari,iya pak maaf ya  kita orang kecil cuma bisa nyusahin pemerentah  ikut pilkada  percaya kalung anti virus  percaya covid ga masuk indonesia karna kita hobby makan nasi kucing  miskin pula sampe butuh bansos  coba ga butuh bansos  ga ada mentri yg ditangkep kpk kan ,https://twitter.com/sita_hapsari/status/1342338711699083264,"[('iya', 'n'), ('maaf', 'n'), ('ya', 'n'), ('orang', 'n'), ('nyusahin', None), ('pemerentah', 'n'), ('pilkada', 'n'), ('percaya', 'n'), ('kalung', 'n'), ('anti', 'v'), ('virus', 'n'), ('percaya', 'n'), ('covid', 'n'), ('ga', 'n'), ('masuk', 'n'), ('indonesia', 'n'), ('karna', None), ('hobby', 'n'), ('makan', 'n'), ('nasi', None), ('kucing', 'v'), ('miskin', None), ('sampe', 'n'), ('butuh', 'n'), ('bansos', 'n'), ('coba', 'n'), ('ga', 'n'), ('butuh', 'n'), ('bansos', 'n'), ('ga', 'n'), ('mentri', 'n'), ('yg', 'n'), ('ditangkep', 'n'), ('kpk', 'n')]",0
1608869717000.0,2020-12-25 11:15:17,74548469,vvisenu,Wisnu 3.0 - ₳∑ 🇮🇩,pemerintah sudah angkat cewek  sebagai duta covid  sudah menyuruh rakyat perbanyak minum jamu  rajin  makan nasi kucing  dan perbanyak joget ubur  di tiktok    nanti juga sembuh sendiri    mereka yg menolak nasi kucing dan joget ubur  ya seperti gali kuburan sendiri  ,https://twitter.com/vvisenu/status/1342323003942563840,"[('pemerintah', 'n'), ('angkat', 'n'), ('cewek', 'n'), ('duta', 'n'), ('covid', 'n'), ('menyuruh', 'n'), ('rakyat', 'n'), ('perbanyak', 'n'), ('minum', 'n'), ('jamu', 'n'), ('rajin', 'n'), ('makan', 'n'), ('nasi', None), ('kucing', 'v'), ('perbanyak', 'n'), ('joget', 'n'), ('ubur', None), ('tiktok', 'n'), ('sembuh', 'n'), ('yg', 'n'), ('menolak', 'n'), ('nasi', None), ('kucing', 'v'), ('joget', 'n'), ('ubur', None), ('ya', 'n'), ('gali', 'n'), ('kuburan', 'v')]",0
1608868126000.0,2020-12-25 10:48:46,3115586838,IndroPoe,Indro Purwanto, karena waktu covid    mulai merambah negara  tetangga  masyarakat malah makan nasi kucing dan goyang ubur   ,https://twitter.com/IndroPoe/status/1342316329781510146,"[('covid', 'n'), ('merambah', 'n'), ('negara', 'n'), ('tetangga', 'n'), ('masyarakat', 'n'), ('makan', 'n'), ('nasi', None), ('kucing', 'v'), ('goyang', 'n'), ('ubur', 'n')]",0
1608785303000.0,2020-12-24 11:48:23,1057973275454668804,Irw4nsy4h745542,Irwansyah,tenang aja bos  rakyat negeri wakanda itu kebal covid krn rajin minum jamu dan makan nasi kucing sambil tik tokan  tul apa betul ,https://twitter.com/Irw4nsy4h745542/status/1341968945662763009,"[('tenang', 'n'), ('aja', 'n'), ('bos', 'n'), ('rakyat', 'n'), ('negeri', None), ('wakanda', 'n'), ('kebal', 'n'), ('covid', 'n'), ('krn', 'n'), ('rajin', 'n'), ('minum', 'n'), ('jamu', 'n'), ('makan', 'n'), ('nasi', None), ('kucing', 'v'), ('tik', 'n'), ('tokan', None), ('tul', 'n')]",0
1608685716000.0,2020-12-23 08:08:36,1309746217,Unu309,Unu309, masih ingat  dulu awal  wabah covid    ada menteri yg bilang  indonesia kebal covid    karena suka makan nasi kucing  mereka bahkan bercanda canda  saat pandemi pun duit buat rakyat dimalingi sama menterinya  tega kalian semua   ,https://twitter.com/Unu309/status/1341551244423221248,"[('wabah', 'n'), ('covid', 'n'), ('menteri', 'n'), ('yg', 'n'), ('bilang', 'n'), ('indonesia', 'n'), ('kebal', 'n'), ('covid', 'n'), ('suka', 'n'), ('makan', 'n'), ('nasi', None), ('kucing', 'v'), ('bercanda', 'n'), ('canda', 'n'), ('pandemi', 'n'), ('duit', 'n'), ('rakyat', 'n'), ('dimalingi', 'n'), ('menterinya', 'n'), ('tega', None)]",0
1608656830000.0,2020-12-23 00:07:10,168013042,DobbySiPeriRuma,Behappy,selain itu ada pula menhub budi karya sumadi yang pada    februari berguyon bahwa covid    tak masuk ke indonesia karena setiap hari orang orang di sini makan nasi kucing sehingga kebal ,https://twitter.com/DobbySiPeriRuma/status/1341430088382869504,"[('menhub', 'n'), ('budi', 'n'), ('karya', 'n'), ('sumadi', 'n'), ('februari', 'n'), ('berguyon', 'n'), ('covid', 'n'), ('masuk', 'n'), ('indonesia', 'n'), ('orang', 'n'), ('orang', 'v'), ('makan', 'n'), ('nasi', None), ('kucing', 'v'), ('kebal', 'n')]",0
1608649559000.0,2020-12-22 22:05:59,807324775815135232,truthwarrior08,Divisi Humas mabes babu komunis, kudu makan nasi kucing dan goyang ubur  biar sembuh dari covid,https://twitter.com/truthwarrior08/status/1341399592101957634,"[('kudu', 'n'), ('makan', 'n'), ('nasi', None), ('kucing', 'v'), ('goyang', 'n'), ('ubur', None), ('biar', 'n'), ('sembuh', 'n'), ('covid', 'n')]",0
1608593894000.0,2020-12-22 06:38:14,425889108,dokyong_,DEIYIEN™,kabarnya ada jenis virus covid    yang baru dari inggris   akankah pejabat kita akan goyang ubur  lagi   atau makan nasi kucing lagi    seriustanya,https://twitter.com/dokyong_/status/1341166117285371904,"[('kabarnya', 'n'), ('jenis', 'n'), ('virus', 'n'), ('covid', 'n'), ('inggris', 'n'), ('pejabat', 'n'), ('goyang', 'n'), ('ubur', None), ('makan', 'n'), ('nasi', None), ('kucing', 'v'), ('seriustanya', 'n')]",0
1608523054000.0,2020-12-21 10:57:34,1255830874056163330,maasdic,Diccc, indo pas covid masuk    orang indo tuh kuat kuat   cukup makan nasi kucing juga sembuh  greget ambek statmen iki bes ,https://twitter.com/maasdic/status/1340868992240476163,"[('indo', 'n'), ('pas', 'n'), ('covid', 'n'), ('masuk', 'n'), ('orang', None), ('indo', None), ('tuh', 'n'), ('kuat', 'n'), ('kuat', 'n'), ('makan', 'n'), ('nasi', None), ('kucing', 'v'), ('sembuh', 'n'), ('greget', 'n'), ('ambek', None), ('statmen', 'n'), ('iki', 'v'), ('bes', 'n')]",0
1608189369000.0,2020-12-17 14:16:09,247311606,hakunamatoddler,tea addict,pejabat publik yang dari awal pandemik hingga sekarang masih membuat lelucon  covid males ke indo krn birokrasi berbelit   meremehkan  nanti jg sembuh sendiri  makan nasi kucing aja  dan sering awol  harus berada di ujung antrean vaksin ,https://twitter.com/hakunamatoddler/status/1339469414341595138,"[('pejabat', 'n'), ('publik', 'n'), ('pandemik', 'n'), ('lelucon', 'n'), ('covid', 'n'), ('males', 'n'), ('indo', None), ('krn', 'n'), ('birokrasi', 'n'), ('berbelit', 'n'), ('meremehkan', 'n'), ('jg', 'n'), ('sembuh', 'n'), ('makan', 'n'), ('nasi', None), ('kucing', 'v'), ('aja', None), ('awol', None), ('ujung', None), ('antrean', None), ('vaksin', 'n')]",0
1608122018000.0,2020-12-16 19:33:38,3259624148,s3padan,Coldman Paris,ga paham lagi  mentang mentang rakyatnya gampang kepancing jadi ngerasa enak aja gitu bikin masalah trus tinggal salahin rakyat yang kepancing   setau gw nih ya sebacanya gw pas awal  covid ini pemerintah  nyepelein banget  indo kebal lah  makan nasi kucing lah inilah itulah   ,https://twitter.com/s3padan/status/1339186923064107008,"[('ga', 'n'), ('paham', 'n'), ('mentang', 'n'), ('mentang', 'n'), ('rakyatnya', 'n'), ('gampang', 'n'), ('kepancing', 'v'), ('ngerasa', None), ('enak', 'n'), ('aja', 'n'), ('gitu', 'n'), ('bikin', None), ('trus', 'n'), ('tinggal', 'n'), ('salahin', 'n'), ('rakyat', 'n'), ('kepancing', 'v'), ('setau', None), ('gw', 'n'), ('nih', 'n'), ('ya', None), ('sebacanya', 'v'), ('gw', None), ('pas', 'n'), ('covid', 'n'), ('pemerintah', 'n'), ('nyepelein', 'r'), ('banget', 'v'), ('indo', None), ('kebal', None), ('makan', 'n'), ('nasi', None), ('kucing', 'v')]",0
1608088104000.0,2020-12-16 10:08:24,115905640,semimoree,King of the Fall👑,disuruh makan nasi kucing buka wisata bikin diskon tiket pesawat  nantang covid dari awal covid ada  terus suruh bayar mandiri vaksinnya  menterinya serius kalau ada      apa hayo,https://twitter.com/semimoree/status/1339044679875227649,"[('disuruh', 'n'), ('makan', 'n'), ('nasi', None), ('kucing', 'v'), ('buka', 'n'), ('wisata', 'n'), ('bikin', 'n'), ('diskon', 'n'), ('tiket', 'n'), ('pesawat', 'n'), ('nantang', 'n'), ('covid', 'n'), ('covid', 'n'), ('suruh', 'n'), ('bayar', 'n'), ('mandiri', 'n'), ('vaksinnya', 'n'), ('menterinya', 'n'), ('serius', 'n'), ('hayo', 'n')]",0
1608043145000.0,2020-12-15 21:39:05,1326215175729393664,Irwan92121832,Irwan,  pernah dengar ni bahasa   org indonesia tak bisa kena covid karna org indonesia makan nasi kucing   katanyaaaaaa,https://twitter.com/Irwan92121832/status/1338856109784715267,"[('dengar', 'n'), ('ni', None), ('bahasa', 'n'), ('org', 'n'), ('indonesia', 'n'), ('kena', 'n'), ('covid', 'n'), ('karna', None), ('org', None), ('indonesia', 'n'), ('makan', 'n'), ('nasi', None), ('kucing', 'v'), ('katanyaaaaaa', 'n')]",0
1608037034000.0,2020-12-15 19:57:14,190062607,deoeyi,oeyi, covid hilang dgn makan nasi kucing,https://twitter.com/deoeyi/status/1338830474433576961,"[('covid', 'n'), ('hilang', 'n'), ('dgn', 'n'), ('makan', 'n'), ('nasi', None), ('kucing', 'v')]",0
1607871241000.0,2020-12-13 21:54:01,2251442916,RizaludinY,Rizaludin Yusuf, tenang covid takut sama undang udang mas   trus kita sering makan jamu   nasi kucing mas  heheheheh,https://twitter.com/RizaludinY/status/1338135089847267328,"[('tenang', 'n'), ('covid', 'n'), ('takut', 'n'), ('undang', 'n'), ('udang', None), ('mas', 'n'), ('trus', 'n'), ('makan', 'n'), ('jamu', 'n'), ('nasi', None), ('kucing', 'v'), ('mas', 'n'), ('heheheheh', 'n')]",0
1607691340000.0,2020-12-11 19:55:40,1711126574,rochmanabdul43,🇦🇧 🇩 🇺🇱, siapa bilang covid orang gak marah     dipikir kita gak marah saat awal awal covid mulai masuk   tapi presiden anggap sepele    menteri menteri malah tiktok an    malah ada yg makan nasi kucing   ,https://twitter.com/rochmanabdul43/status/1337380531659395075,"[('bilang', 'n'), ('covid', 'n'), ('orang', 'n'), ('gak', 'n'), ('marah', 'n'), ('dipikir', 'n'), ('gak', None), ('marah', 'n'), ('covid', 'n'), ('masuk', 'n'), ('presiden', None), ('anggap', 'n'), ('sepele', 'n'), ('menteri', 'n'), ('menteri', 'n'), ('tiktok', 'v'), ('an', None), ('yg', 'n'), ('makan', 'n'), ('nasi', None), ('kucing', 'v')]",0
1607607302000.0,2020-12-10 20:35:02,1041269358545125376,Bebque__,Melati ツ,    jt vaksin sudah datang  next     juta lagi  tapi tadi barusan baca sinovac biotech ltd menyebutkan belum ada kemanjuran dari vaksin tersebut  bingung  ya udah aku makan nasi kucing sama pake kalung dari kementan aja  biar kebal covid  ,https://twitter.com/Bebque__/status/1337028048202264577,"[('jt', 'n'), ('vaksin', 'n'), ('next', None), ('juta', 'n'), ('barusan', None), ('baca', 'n'), ('sinovac', 'n'), ('biotech', 'n'), ('ltd', 'n'), ('kemanjuran', 'v'), ('vaksin', 'n'), ('bingung', 'n'), ('ya', 'n'), ('udah', None), ('makan', 'n'), ('nasi', None), ('kucing', 'v'), ('pake', 'n'), ('kalung', 'n'), ('kementan', 'n'), ('aja', 'n'), ('biar', 'n'), ('kebal', 'n'), ('covid', 'n')]",0
1607585643000.0,2020-12-10 14:34:03,1254449014969266176,SyahNabhan,Zamrud Khatulistiwa, uu karantina    maret covid masuk ikut arahan minum jamu  makan nasi kucing tiktokan   ,https://twitter.com/SyahNabhan/status/1336937205063794688,"[('uu', None), ('karantina', 'n'), ('maret', 'n'), ('covid', 'n'), ('masuk', 'n'), ('arahan', None), ('minum', 'n'), ('jamu', 'n'), ('makan', 'n'), ('nasi', None), ('kucing', 'v'), ('tiktokan', 'n')]",0
1607181168000.0,2020-12-05 22:12:48,1048456598681612288,Bagusbaladewa19,Bagus,  iya sekalian ceritain kardus yg di gembok  ngadapi covid makan nasi kucing  joget     ekonomi september meroket  ga impor  dan bilang juga   indonesia udah punya uang    t di kantong   ,https://twitter.com/Bagusbaladewa19/status/1335240715199115265,"[('iya', 'n'), ('ceritain', 'n'), ('kardus', 'n'), ('yg', 'n'), ('gembok', 'n'), ('ngadapi', 'n'), ('covid', 'n'), ('makan', 'n'), ('nasi', None), ('kucing', 'v'), ('joget', 'n'), ('ekonomi', None), ('september', 'n'), ('meroket', 'n'), ('ga', 'n'), ('impor', 'n'), ('bilang', 'n'), ('indonesia', 'n'), ('udah', None), ('uang', None), ('t', 'n'), ('kantong', 'n')]",0
1607043609000.0,2020-12-04 08:00:09,792948964169388032,DennyYap1,Denny Yap,   kesimpulan bahwa covid bs sembuh dgn makan nasi kucing melarang  m tp buat kumpul  duta corona covid bs sembuh dgn enjoy aja indonesia g kena covid karena cuaca panas yg mana dr ini yg serius atau memang kemampuan pemerintah kita kl serius ya yg spt itu ,https://twitter.com/DennyYap1/status/1334663751715356673,"[('kesimpulan', 'n'), ('covid', None), ('bs', 'n'), ('sembuh', 'n'), ('dgn', 'n'), ('makan', 'n'), ('nasi', None), ('kucing', 'v'), ('melarang', 'n'), ('m', 'n'), ('tp', 'n'), ('kumpul', 'n'), ('duta', 'n'), ('corona', 'n'), ('covid', 'n'), ('bs', 'n'), ('sembuh', 'n'), ('dgn', 'n'), ('enjoy', 'n'), ('aja', 'n'), ('indonesia', 'n'), ('g', 'n'), ('kena', 'n'), ('covid', 'n'), ('cuaca', 'n'), ('panas', 'n'), ('yg', 'n'), ('dr', 'n'), ('yg', 'n'), ('serius', 'n'), ('kemampuan', None), ('pemerintah', 'n'), ('kl', 'n'), ('serius', 'n'), ('ya', 'n'), ('yg', 'n'), ('spt', 'n')]",0
1606993953000.0,2020-12-03 18:12:33,1273444895823294465,Budijon76660606,Budijono,                         deklarasi lewat twitter kenapa ribut     ingat covid      nggak akan masuk indonesia karena ijinnya sulit  obatnya makan empon    nggak akan masuk karena kita suka makan nasi kucing     dst sekarang gelagapan menghadapi covid      pekok dipiara   ,https://twitter.com/Budijon76660606/status/1334455479540490241,"[('deklarasi', 'n'), ('twitter', 'n'), ('ribut', 'n'), ('covid', 'n'), ('nggak', None), ('masuk', 'n'), ('indonesia', 'n'), ('ijinnya', 'n'), ('sulit', 'n'), ('obatnya', 'n'), ('makan', 'n'), ('empon', 'n'), ('nggak', None), ('masuk', 'n'), ('suka', 'n'), ('makan', 'n'), ('nasi', None), ('kucing', 'v'), ('dst', 'n'), ('gelagapan', 'n'), ('menghadapi', 'n'), ('covid', 'n'), ('pekok', 'n'), ('dipiara', 'n')]",0
1606899221000.0,2020-12-02 15:53:41,1036814004818083841,rankmudo5,Cimporong, kasus covid tinggi di indonesia karena lupa makan nasi kucing,https://twitter.com/rankmudo5/status/1334058144369000451,"[('covid', 'n'), ('indonesia', 'n'), ('lupa', 'n'), ('makan', 'n'), ('nasi', None), ('kucing', 'v')]",0
1606859188000.0,2020-12-02 04:46:28,1327012516971495424,lucxythirteen,mr.haka, sama juga dengan pernyataan orang indonesia gak akan kena covid karena suka makan nasi kucing  eh   penjual nasi kucingnya kena covid ,https://twitter.com/lucxythirteen/status/1333890232496791554,"[('pernyataan', 'n'), ('orang', 'n'), ('indonesia', 'n'), ('gak', 'n'), ('kena', 'n'), ('covid', 'n'), ('suka', 'n'), ('makan', 'n'), ('nasi', None), ('kucing', 'v'), ('eh', None), ('penjual', None), ('nasi', 'n'), ('kucingnya', 'n'), ('kena', 'n'), ('covid', 'n')]",0
1606838805000.0,2020-12-01 23:06:45,616152567,dwihrw,DHRW,      salah pemerintah jg ada   kalau salah salahan ya salah semua lah   sejak awal bagaimana penanganan covid ini udah kelihatan kok   saling lempar tanggung jawab  saya gak lupa ya waktu ada yg bilang orang indonesia ini kuat  wong tiap hari aja makannya makan nasi kucing  dan lain ,https://twitter.com/dwihrw/status/1333804737695649792,"[('salah', 'n'), ('pemerintah', 'n'), ('jg', 'n'), ('salah', 'n'), ('salahan', 'n'), ('ya', 'n'), ('salah', 'n'), ('penanganan', 'n'), ('covid', 'n'), ('udah', None), ('lempar', None), ('tanggung', 'n'), ('gak', 'n'), ('lupa', 'n'), ('ya', 'n'), ('yg', 'n'), ('bilang', 'n'), ('orang', 'n'), ('indonesia', 'n'), ('kuat', 'n'), ('aja', 'n'), ('makannya', 'n'), ('makan', 'n'), ('nasi', None), ('kucing', 'v')]",0
